numeric.date,crosser,group,focal.plant,focal.type,mom,mom.loc,mom.type,dad,dad.loc,dad.type,cross.ind,cross.loc,cross.type,w.capsule,n.seeds,seed1,seed2,seed3,seed4,r.cross.type,mom.geo,mom.sp,dad.geo,dad.sp,mom.pop,dad.pop,r.geo,r.sp,min1seed,minfert,intraspecific
42990,Kate,30,62AC,AC,37AL,KS,AL,62AC,PIMX1,AC,37xx62,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,KS.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
43007,Kate,30,62AC,AC,37AL,KS,AL,62AC,PIMX1,AC,37xx62,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,KS.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
43007,Kate,30,62AC,AC,37AL,KS,AL,62AC,PIMX1,AC,37xx62,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,KS.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
43027,Kate,30,62AC,AC,37AL,KS,AL,62AC,PIMX1,AC,37xx62,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,KS.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
42994,Irene,30,62AC,AC,62AC,PIMX1,AC,100SL,CCR,SL,100xx62,CCRxxPIMX1,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
42996,Irene,30,62AC,AC,62AC,PIMX1,AC,100SL,CCR,SL,100xx62,CCRxxPIMX1,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43027,Kate,30,62AC,AC,62AC,PIMX1,AC,100SL,CCR,SL,100xx62,CCRxxPIMX1,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43027,Kate,30,62AC,AC,62AC,PIMX1,AC,100SL,CCR,SL,100xx62,CCRxxPIMX1,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43028,Kate,30,62AC,AC,62AC,PIMX1,AC,100SL,CCR,SL,100xx62,CCRxxPIMX1,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43049,Kate,30,62AC,AC,62AC,PIMX1,AC,100SL,CCR,SL,100xx62,CCRxxPIMX1,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
42997,Irene,30,62AC,AC,62AC,PIMX1,AC,37AL,KS,AL,37xx62,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
43040,Kate,30,62AC,AC,62AC,PIMX1,AC,37AL,KS,AL,37xx62,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
43037,Kate,30,62AC,AC,62AC,PIMX1,AC,73AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,0,0,NA,NA,NA,NA,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,FALSE,FALSE,TRUE
43007,Kate,30,62AC,AC,73AC,PIMX1,AC,62AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,0,0,NA,NA,NA,NA,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,FALSE,FALSE,TRUE
43041,Kate,30,62AC,AC,62AC,PIMX1,AC,13SC,POL,SC,13xx62,PIMX1xxPOL,ACxxSC,92.3,4,21.8,19.9,19.5,21.6,ACxSC,A,C,S,C,PIMX1.C,POL.C,AxS,CxC,TRUE,TRUE,TRUE
43028,Kate,30,62AC,AC,73AC,PIMX1,AC,62AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,74.4,3,21.4,23.1,21.3,0,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
43007,Kate,30,62AC,AC,73AC,PIMX1,AC,62AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,49.7,2,21.3,21.3,0,0,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
43035,Kate,30,62AC,AC,62AC,PIMX1,AC,73AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,92.7,4,21.2,19.6,21.1,21.1,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
43043,Kate,30,62AC,AC,62AC,PIMX1,AC,13SC,POL,SC,13xx62,PIMX1xxPOL,ACxxSC,90.7,4,20.2,21.1,19.8,21.8,ACxSC,A,C,S,C,PIMX1.C,POL.C,AxS,CxC,TRUE,TRUE,TRUE
43035,Kate,30,62AC,AC,73AC,PIMX1,AC,62AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,79.8,4,17.7,17.4,17.8,19.2,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
43028,Kate,30,62AC,AC,73AC,PIMX1,AC,62AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,78.1,4,17.3,18.1,18.5,18.1,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
43035,Kate,30,62AC,AC,62AC,PIMX1,AC,73AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,21.1,1,16.6,0,0,0,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
43035,Kate,30,62AC,AC,73AC,PIMX1,AC,62AC,PIMX1,AC,62xx73,PIMX1xxPIMX1,ACxxAC,72,4,16.6,17,16.1,16.8,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
43040,Kate,30,62AC,AC,13SC,POL,SC,62AC,PIMX1,AC,13xx62,PIMX1xxPOL,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,POL.C,PIMX1.C,SxA,CxC,FALSE,FALSE,TRUE
43041,Kate,30,62AC,AC,13SC,POL,SC,62AC,PIMX1,AC,13xx62,PIMX1xxPOL,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,POL.C,PIMX1.C,SxA,CxC,FALSE,FALSE,TRUE
43041,Kate,30,62AC,AC,13SC,POL,SC,62AC,PIMX1,AC,13xx62,PIMX1xxPOL,ACxxSC,33.4,1,26.8,0,0,0,SCxAC,S,C,A,C,POL.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
43041,Kate,30,62AC,AC,13SC,POL,SC,62AC,PIMX1,AC,13xx62,PIMX1xxPOL,ACxxSC,56.9,2,23.4,25,0,0,SCxAC,S,C,A,C,POL.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
43043,Kate,30,62AC,AC,13SC,POL,SC,62AC,PIMX1,AC,13xx62,PIMX1xxPOL,ACxxSC,54.6,2,21.8,24.4,0.9,0,SCxAC,S,C,A,C,POL.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42903,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,56.8,3,NA,19.1,19.1,19.7,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42899,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,82.2,4,20.2,21.8,21,21.2,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42897,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,72.1,4,17.6,17.3,18.8,19.8,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42897,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,58.2,3,0,19.6,19.9,20,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42899,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,0.1,0,0,0,0,NA,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,FALSE,FALSE,TRUE
42903,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,40.7,2,0,20.1,21,NA,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42903,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,54.6,3,0,18.3,18.3,19.1,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42904,Hanhan,2,64AC,AC,40SC,CHAD,SC,64AC,PIMX1,AC,40xx64,CHADxxPIMX1,ACxxSC,41.1,2,0,21.3,20.4,NA,SCxAC,S,C,A,C,CHAD.C,PIMX1.C,SxA,CxC,TRUE,TRUE,TRUE
42869,Hanhan,2,64AC,AC,63AL,PCB,AL,64AC,PIMX1,AC,63xx64,PCBxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,PCB.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
42871,Hanhan,2,64AC,AC,63AL,PCB,AL,64AC,PIMX1,AC,63xx64,PCBxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,PCB.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
42885,Hanhan,2,64AC,AC,63AL,PCB,AL,64AC,PIMX1,AC,63xx64,PCBxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,PCB.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
42878,Hanhan,2,64AC,AC,62AC,PIMX1,AC,64AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,42.2,2,NA,NA,21.3,20.8,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42884,Hanhan,2,64AC,AC,62AC,PIMX1,AC,64AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,0,0,NA,0,0,0,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,FALSE,FALSE,TRUE
42885,Hanhan,2,64AC,AC,62AC,PIMX1,AC,64AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,36.9,2,NA,NA,18,18.8,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42885,Hanhan,2,64AC,AC,62AC,PIMX1,AC,64AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,40.5,2,NA,0,20.1,20.4,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42877,Hanhan,2,64AC,AC,64AC,PIMX1,AC,63AL,PCB,AL,63xx64,PCBxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,PCB.L,AxA,CxL,FALSE,FALSE,FALSE
42885,Hanhan,2,64AC,AC,62AC,PIMX1,AC,64AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,79.7,4,20.7,19.8,19.9,19.8,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42878,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,28.2,1,20.5,0,0,NA,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42884,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,74.8,4,19.5,18.7,17.4,19,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42878,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,76.2,4,19,19.9,18.7,19.4,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42879,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,72.4,4,18.5,18,17.9,17.8,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42885,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,64.9,3,18.2,18.9,19.9,0,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42904,Hanhan,2,64AC,AC,64AC,PIMX1,AC,40SC,CHAD,SC,40xx64,CHADxxPIMX1,ACxxSC,55.6,4,11.3,20,21.7,3.2,ACxSC,A,C,S,C,PIMX1.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42904,Hanhan,2,64AC,AC,64AC,PIMX1,AC,40SC,CHAD,SC,40xx64,CHADxxPIMX1,ACxxSC,30.1,2,7.6,22.5,0,NA,ACxSC,A,C,S,C,PIMX1.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42904,Hanhan,2,64AC,AC,64AC,PIMX1,AC,40SC,CHAD,SC,40xx64,CHADxxPIMX1,ACxxSC,0,0,0.1,0,0,0,ACxSC,A,C,S,C,PIMX1.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42900,Hanhan,2,64AC,AC,64AC,PIMX1,AC,40SC,CHAD,SC,40xx64,CHADxxPIMX1,ACxxSC,0,0,0,0,NA,NA,ACxSC,A,C,S,C,PIMX1.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42901,Hanhan,2,64AC,AC,64AC,PIMX1,AC,40SC,CHAD,SC,40xx64,CHADxxPIMX1,ACxxSC,0,0,0,0,0,0,ACxSC,A,C,S,C,PIMX1.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42877,Hanhan,2,64AC,AC,64AC,PIMX1,AC,57SL,POL,SL,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42879,Hanhan,2,64AC,AC,64AC,PIMX1,AC,57SL,POL,SL,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42886,Hanhan,2,64AC,AC,64AC,PIMX1,AC,57SL,POL,SL,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,0,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42893,Hanhan,2,64AC,AC,64AC,PIMX1,AC,57SL,POL,SL,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,0,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42893,Hanhan,2,64AC,AC,64AC,PIMX1,AC,57SL,POL,SL,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,0,0,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42879,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,58.4,3,0,19.3,19.6,19.6,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42885,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,22,1,0,0,0,22,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42885,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,45.7,3,0,19.6,19.7,6.4,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42885,Hanhan,2,64AC,AC,64AC,PIMX1,AC,62AC,PIMX1,AC,62xx64,PIMX1xxPIMX1,ACxxAC,39.5,2,0,NA,19.2,20.2,ACxAC,A,C,A,C,PIMX1.C,PIMX1.C,AxA,CxC,TRUE,TRUE,TRUE
42887,Hanhan,2,64AC,AC,64AC,PIMX1,AC,63AL,PCB,AL,63xx64,PCBxxPIMX1,ACxxAL,0,0,0,0,0,0,ACxAL,A,C,A,L,PIMX1.C,PCB.L,AxA,CxL,FALSE,FALSE,FALSE
42888,Hanhan,2,64AC,AC,64AC,PIMX1,AC,63AL,PCB,AL,63xx64,PCBxxPIMX1,ACxxAL,0,0,0,0,0,0,ACxAL,A,C,A,L,PIMX1.C,PCB.L,AxA,CxL,FALSE,FALSE,FALSE
42893,Hanhan,2,64AC,AC,64AC,PIMX1,AC,63AL,PCB,AL,63xx64,PCBxxPIMX1,ACxxAL,0,0,0,0,0,0,ACxAL,A,C,A,L,PIMX1.C,PCB.L,AxA,CxL,FALSE,FALSE,FALSE
42893,Hanhan,2,64AC,AC,64AC,PIMX1,AC,63AL,PCB,AL,63xx64,PCBxxPIMX1,ACxxAL,0,0,0,0,0,0,ACxAL,A,C,A,L,PIMX1.C,PCB.L,AxA,CxL,FALSE,FALSE,FALSE
42886,Hanhan,2,64AC,AC,57SL,POL,SL,64AC,PIMX1,AC,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,0,0,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42891,Hanhan,2,64AC,AC,57SL,POL,SL,64AC,PIMX1,AC,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,NA,NA,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42891,Hanhan,2,64AC,AC,57SL,POL,SL,64AC,PIMX1,AC,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,0,0,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42894,Hanhan,2,64AC,AC,57SL,POL,SL,64AC,PIMX1,AC,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,0,0,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42894,Hanhan,2,64AC,AC,57SL,POL,SL,64AC,PIMX1,AC,57xx64,PIMX1xxPOL,ACxxSL,0,0,0,0,NA,NA,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42899,Hanhan,4,68SC,SC,44AC,AUS,AC,68SC,CHAD,SC,44xx68,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42900,Hanhan,4,68SC,SC,44AC,AUS,AC,68SC,CHAD,SC,44xx68,AUSxxCHAD,ACxxSC,44.2,1,36.6,0,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42900,Hanhan,4,68SC,SC,44AC,AUS,AC,68SC,CHAD,SC,44xx68,AUSxxCHAD,ACxxSC,45.5,1,35.9,0,0,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42902,Hanhan,4,68SC,SC,44AC,AUS,AC,68SC,CHAD,SC,44xx68,AUSxxCHAD,ACxxSC,82.6,2,34.4,31.2,1.3,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42900,Hanhan,4,68SC,SC,44AC,AUS,AC,68SC,CHAD,SC,44xx68,AUSxxCHAD,ACxxSC,145.2,4,32.2,31.9,32.2,34,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42897,Hanhan,4,68SC,SC,44AC,AUS,AC,68SC,CHAD,SC,44xx68,AUSxxCHAD,ACxxSC,143.5,4,31.2,31.1,33,32.5,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42926,Hanhan,4,68SC,SC,105SC,CHAD,SC,68SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42935,Kate,4,68SC,SC,105SC,CHAD,SC,68SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42904,Hanhan,4,68SC,SC,68SC,CHAD,SC,105SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42923,Hanhan,4,68SC,SC,68SC,CHAD,SC,105SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42946,Kate,4,68SC,SC,68SC,CHAD,SC,105SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42959,Kate,4,68SC,SC,68SC,CHAD,SC,105SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42963,Kate,4,68SC,SC,68SC,CHAD,SC,110SL,CHAD,SL,110xx68,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42963,Kate,4,68SC,SC,68SC,CHAD,SC,110SL,CHAD,SL,110xx68,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42964,Kate,4,68SC,SC,68SC,CHAD,SC,110SL,CHAD,SL,110xx68,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42967,Kate,4,68SC,SC,68SC,CHAD,SC,110SL,CHAD,SL,110xx68,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42967,Kate,4,68SC,SC,68SC,CHAD,SC,110SL,CHAD,SL,110xx68,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42981,Kate,4,68SC,SC,68SC,CHAD,SC,110SL,CHAD,SL,110xx68,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42897,Hanhan,4,68SC,SC,68SC,CHAD,SC,21AL,PCB,AL,21xx68,CHADxxPCB,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,PCB.L,SxA,CxL,FALSE,FALSE,FALSE
42898,Hanhan,4,68SC,SC,68SC,CHAD,SC,21AL,PCB,AL,21xx68,CHADxxPCB,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,PCB.L,SxA,CxL,FALSE,FALSE,FALSE
42932,Kate,4,68SC,SC,68SC,CHAD,SC,21AL,PCB,AL,21xx68,CHADxxPCB,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,PCB.L,SxA,CxL,FALSE,FALSE,FALSE
42944,Kate,4,68SC,SC,68SC,CHAD,SC,21AL,PCB,AL,21xx68,CHADxxPCB,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,PCB.L,SxA,CxL,FALSE,FALSE,FALSE
42944,Kate,4,68SC,SC,68SC,CHAD,SC,21AL,PCB,AL,21xx68,CHADxxPCB,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,PCB.L,SxA,CxL,FALSE,FALSE,FALSE
42899,Hanhan,4,68SC,SC,68SC,CHAD,SC,44AC,AUS,AC,44xx68,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,FALSE,FALSE,TRUE
42956,Kate,4,68SC,SC,68SC,CHAD,SC,44AC,AUS,AC,44xx68,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,FALSE,FALSE,TRUE
42946,Kate,4,68SC,SC,68SC,CHAD,SC,105SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,48.8,2,31.7,21.4,0,0,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
42903,Hanhan,4,68SC,SC,68SC,CHAD,SC,44AC,AUS,AC,44xx68,AUSxxCHAD,ACxxSC,27.6,1,23.2,0,0,0,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,TRUE,TRUE,TRUE
42961,Kate,4,68SC,SC,68SC,CHAD,SC,44AC,AUS,AC,44xx68,AUSxxCHAD,ACxxSC,41.6,2,20.3,19.7,0,0,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,TRUE,TRUE,TRUE
42939,Kate,4,68SC,SC,105SC,CHAD,SC,68SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,23.5,1,19.5,0,0,0,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
42959,Kate,4,68SC,SC,68SC,CHAD,SC,105SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,65.7,3,18.9,19.5,19.6,0,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
42960,Kate,4,68SC,SC,105SC,CHAD,SC,68SC,CHAD,SC,105xx68,CHADxxCHAD,SCxxSC,23.2,1,18.8,0,0,0,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
