numeric.date,crosser,group,focal.plant,focal.type,mom,mom.loc,mom.type,dad,dad.loc,dad.type,cross.ind,cross.loc,cross.type,w.capsule,n.seeds,seed1,seed2,seed3,seed4,r.cross.type,mom.geo,mom.sp,dad.geo,dad.sp,mom.pop,dad.pop,r.geo,r.sp,min1seed,minfert,intraspecific
42993,Irene,35,100SL,SL,14AC,AUS,AC,100SL,CCR,SL,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,AUS.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43012,Kate,35,100SL,SL,14AC,AUS,AC,100SL,CCR,SL,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,AUS.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43014,Kate,35,100SL,SL,14AC,AUS,AC,100SL,CCR,SL,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,AUS.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43025,Kate,35,100SL,SL,14AC,AUS,AC,100SL,CCR,SL,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,AUS.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
43025,Kate,35,100SL,SL,14AC,AUS,AC,100SL,CCR,SL,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,AUS.C,CCR.L,AxS,CxL,FALSE,FALSE,FALSE
42985,Kate,35,100SL,SL,100SL,CCR,SL,117SL,POL,SL,100xx117,CCRxxPOL,SLxxSL,0.8,0,NA,NA,NA,NA,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,FALSE,TRUE,TRUE
42986,Kate,35,100SL,SL,100SL,CCR,SL,117SL,POL,SL,100xx117,CCRxxPOL,SLxxSL,0,0,NA,NA,NA,NA,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,FALSE,FALSE,TRUE
42988,Kate,35,100SL,SL,100SL,CCR,SL,14AC,AUS,AC,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,CCR.L,AUS.C,SxA,LxC,FALSE,FALSE,FALSE
42990,Kate,35,100SL,SL,100SL,CCR,SL,14AC,AUS,AC,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,CCR.L,AUS.C,SxA,LxC,FALSE,FALSE,FALSE
42990,Kate,35,100SL,SL,100SL,CCR,SL,14AC,AUS,AC,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,CCR.L,AUS.C,SxA,LxC,FALSE,FALSE,FALSE
42995,Irene,35,100SL,SL,100SL,CCR,SL,14AC,AUS,AC,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,CCR.L,AUS.C,SxA,LxC,FALSE,FALSE,FALSE
42997,Irene,35,100SL,SL,100SL,CCR,SL,14AC,AUS,AC,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,CCR.L,AUS.C,SxA,LxC,FALSE,FALSE,FALSE
43010,Kate,35,100SL,SL,100SL,CCR,SL,14AC,AUS,AC,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,CCR.L,AUS.C,SxA,LxC,FALSE,FALSE,FALSE
43010,Kate,35,100SL,SL,100SL,CCR,SL,14AC,AUS,AC,100xx14,AUSxxCCR,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,CCR.L,AUS.C,SxA,LxC,FALSE,FALSE,FALSE
42986,Kate,35,100SL,SL,100SL,CCR,SL,37AL,KS,AL,100xx37,CCRxxKS,ALxxSL,0,0,NA,NA,NA,NA,SLxAL,S,L,A,L,CCR.L,KS.L,SxA,LxL,FALSE,FALSE,TRUE
42986,Kate,35,100SL,SL,100SL,CCR,SL,37AL,KS,AL,100xx37,CCRxxKS,ALxxSL,0,0,NA,NA,NA,NA,SLxAL,S,L,A,L,CCR.L,KS.L,SxA,LxL,FALSE,FALSE,TRUE
43006,Kate,35,100SL,SL,100SL,CCR,SL,99SC,Site1,SC,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CCR.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
43008,Kate,35,100SL,SL,100SL,CCR,SL,99SC,Site1,SC,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CCR.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
43008,Kate,35,100SL,SL,100SL,CCR,SL,99SC,Site1,SC,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CCR.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
43009,Kate,35,100SL,SL,100SL,CCR,SL,99SC,Site1,SC,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CCR.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
43009,Kate,35,100SL,SL,100SL,CCR,SL,99SC,Site1,SC,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CCR.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
42993,Irene,35,100SL,SL,100SL,CCR,SL,99SC,Site1,SC,100xx99,CCRxxSite1,SCxxSL,46.2,1,39.6,0,0,0,SLxSC,S,L,S,C,CCR.L,Site1.C,SxS,LxC,TRUE,TRUE,FALSE
43002,Kate,35,100SL,SL,100SL,CCR,SL,37AL,KS,AL,100xx37,CCRxxKS,ALxxSL,120.4,4,28.9,27.9,27.2,27.6,SLxAL,S,L,A,L,CCR.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
43006,Kate,35,100SL,SL,100SL,CCR,SL,37AL,KS,AL,100xx37,CCRxxKS,ALxxSL,125.3,4,28.8,28.8,30.6,28.8,SLxAL,S,L,A,L,CCR.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
43000,Kate,35,100SL,SL,100SL,CCR,SL,117SL,POL,SL,100xx117,CCRxxPOL,SLxxSL,96.3,3,28.7,29.1,29.3,0,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,TRUE,TRUE,TRUE
43006,Kate,35,100SL,SL,100SL,CCR,SL,37AL,KS,AL,100xx37,CCRxxKS,ALxxSL,113.2,4,26.8,25.1,26.9,24.9,SLxAL,S,L,A,L,CCR.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
42985,Kate,35,100SL,SL,100SL,CCR,SL,117SL,POL,SL,100xx117,CCRxxPOL,SLxxSL,114.3,4,26.4,25.4,27.4,25.4,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,TRUE,TRUE,TRUE
43004,Kate,35,100SL,SL,100SL,CCR,SL,37AL,KS,AL,100xx37,CCRxxKS,ALxxSL,109.9,4,25.8,25.5,26.1,24.6,SLxAL,S,L,A,L,CCR.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
43000,Kate,35,100SL,SL,100SL,CCR,SL,117SL,POL,SL,100xx117,CCRxxPOL,SLxxSL,97,4,19.5,24.6,25,19.5,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,TRUE,TRUE,TRUE
42991,Kate,35,100SL,SL,100SL,CCR,SL,117SL,POL,SL,100xx117,CCRxxPOL,SLxxSL,18.1,1,13.2,0.5,0.6,0.6,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,TRUE,TRUE,TRUE
42987,Kate,35,100SL,SL,37AL,KS,AL,100SL,CCR,SL,100xx37,CCRxxKS,ALxxSL,71.2,2,32,31.5,0,0,ALxSL,A,L,S,L,KS.L,CCR.L,AxS,LxL,TRUE,TRUE,TRUE
42985,Kate,35,100SL,SL,37AL,KS,AL,100SL,CCR,SL,100xx37,CCRxxKS,ALxxSL,101.8,3,31.6,29.3,33.2,0,ALxSL,A,L,S,L,KS.L,CCR.L,AxS,LxL,TRUE,TRUE,TRUE
42987,Kate,35,100SL,SL,37AL,KS,AL,100SL,CCR,SL,100xx37,CCRxxKS,ALxxSL,70,2,30.5,31.5,0,0,ALxSL,A,L,S,L,KS.L,CCR.L,AxS,LxL,TRUE,TRUE,TRUE
42985,Kate,35,100SL,SL,37AL,KS,AL,100SL,CCR,SL,100xx37,CCRxxKS,ALxxSL,53.1,2,21.7,24.6,0.7,0.7,ALxSL,A,L,S,L,KS.L,CCR.L,AxS,LxL,TRUE,TRUE,TRUE
43005,Kate,35,100SL,SL,37AL,KS,AL,100SL,CCR,SL,100xx37,CCRxxKS,ALxxSL,41,2,19.1,17.5,1.3,0.6,ALxSL,A,L,S,L,KS.L,CCR.L,AxS,LxL,TRUE,TRUE,TRUE
42987,Kate,35,100SL,SL,117SL,POL,SL,100SL,CCR,SL,100xx117,CCRxxPOL,SLxxSL,47.5,1,40.1,0,0,0,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42987,Kate,35,100SL,SL,117SL,POL,SL,100SL,CCR,SL,100xx117,CCRxxPOL,SLxxSL,42.8,1,36.4,0,0,0,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42985,Kate,35,100SL,SL,117SL,POL,SL,100SL,CCR,SL,100xx117,CCRxxPOL,SLxxSL,142.6,4,33.4,31.7,32.1,32.9,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42985,Kate,35,100SL,SL,117SL,POL,SL,100SL,CCR,SL,100xx117,CCRxxPOL,SLxxSL,92.1,3,29.1,28.2,25.9,0.5,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42985,Kate,35,100SL,SL,117SL,POL,SL,100SL,CCR,SL,100xx117,CCRxxPOL,SLxxSL,121.9,4,27.1,27.7,28.9,28.3,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42987,Kate,35,100SL,SL,117SL,POL,SL,100SL,CCR,SL,100xx117,CCRxxPOL,SLxxSL,84,3,23.4,25.9,27.3,0,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
43011,Kate,35,100SL,SL,99SC,Site1,SC,100SL,CCR,SL,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,CCR.L,SxS,CxL,FALSE,FALSE,FALSE
43016,Kate,35,100SL,SL,99SC,Site1,SC,100SL,CCR,SL,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,CCR.L,SxS,CxL,FALSE,FALSE,FALSE
43016,Kate,35,100SL,SL,99SC,Site1,SC,100SL,CCR,SL,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,CCR.L,SxS,CxL,FALSE,FALSE,FALSE
43016,Kate,35,100SL,SL,99SC,Site1,SC,100SL,CCR,SL,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,CCR.L,SxS,CxL,FALSE,FALSE,FALSE
43017,Kate,35,100SL,SL,99SC,Site1,SC,100SL,CCR,SL,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,CCR.L,SxS,CxL,FALSE,FALSE,FALSE
43017,Kate,35,100SL,SL,99SC,Site1,SC,100SL,CCR,SL,100xx99,CCRxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,CCR.L,SxS,CxL,FALSE,FALSE,FALSE
42979,Kate,15,101SL,SL,100SL,CCR,SL,101SL,POL,SL,100xx101,CCRxxPOL,SLxxSL,0,0,NA,NA,NA,NA,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,FALSE,FALSE,TRUE
42980,Kate,15,101SL,SL,100SL,CCR,SL,101SL,POL,SL,100xx101,CCRxxPOL,SLxxSL,0,0,NA,NA,NA,NA,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,FALSE,FALSE,TRUE
42982,Kate,15,101SL,SL,100SL,CCR,SL,101SL,POL,SL,100xx101,CCRxxPOL,SLxxSL,0,0,NA,NA,NA,NA,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,FALSE,FALSE,TRUE
42982,Kate,15,101SL,SL,100SL,CCR,SL,101SL,POL,SL,100xx101,CCRxxPOL,SLxxSL,0,0,NA,NA,NA,NA,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,FALSE,FALSE,TRUE
42984,Kate,15,101SL,SL,100SL,CCR,SL,101SL,POL,SL,100xx101,CCRxxPOL,SLxxSL,99.3,3,30.7,29.9,29.6,0,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,TRUE,TRUE,TRUE
42984,Kate,15,101SL,SL,100SL,CCR,SL,101SL,POL,SL,100xx101,CCRxxPOL,SLxxSL,102.8,4,28.6,25.8,26.6,12.5,SLxSL,S,L,S,L,CCR.L,POL.L,SxS,LxL,TRUE,TRUE,TRUE
42947,Kate,15,101SL,SL,58AL,Kent,AL,101SL,POL,SL,101xx58,KentxxPOL,ALxxSL,0,0,NA,NA,NA,NA,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,FALSE,FALSE,TRUE
42954,Kate,15,101SL,SL,58AL,Kent,AL,101SL,POL,SL,101xx58,KentxxPOL,ALxxSL,1.9,0,NA,NA,NA,NA,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,FALSE,TRUE,TRUE
42956,Kate,15,101SL,SL,58AL,Kent,AL,101SL,POL,SL,101xx58,KentxxPOL,ALxxSL,108.2,3,31.4,34.1,32.8,0,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,TRUE,TRUE,TRUE
42961,Kate,15,101SL,SL,58AL,Kent,AL,101SL,POL,SL,101xx58,KentxxPOL,ALxxSL,113.5,4,26.9,25.5,25.7,25.8,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,TRUE,TRUE,TRUE
42948,Kate,15,101SL,SL,58AL,Kent,AL,101SL,POL,SL,101xx58,KentxxPOL,ALxxSL,2.6,0,1,1,0,0,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,FALSE,TRUE,TRUE
42948,Kate,15,101SL,SL,73AC,PIMX1,AC,101SL,POL,SL,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42948,Kate,15,101SL,SL,73AC,PIMX1,AC,101SL,POL,SL,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42954,Kate,15,101SL,SL,73AC,PIMX1,AC,101SL,POL,SL,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42954,Kate,15,101SL,SL,73AC,PIMX1,AC,101SL,POL,SL,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42956,Kate,15,101SL,SL,73AC,PIMX1,AC,101SL,POL,SL,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42967,Kate,15,101SL,SL,73AC,PIMX1,AC,101SL,POL,SL,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,ACxSL,A,C,S,L,PIMX1.C,POL.L,AxS,CxL,FALSE,FALSE,FALSE
42949,Kate,15,101SL,SL,101SL,POL,SL,104SC,Site1,SC,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,POL.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
42955,Kate,15,101SL,SL,101SL,POL,SL,104SC,Site1,SC,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,POL.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
42955,Kate,15,101SL,SL,101SL,POL,SL,104SC,Site1,SC,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,POL.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
42962,Kate,15,101SL,SL,101SL,POL,SL,104SC,Site1,SC,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,POL.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
42968,Kate,15,101SL,SL,101SL,POL,SL,104SC,Site1,SC,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,POL.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
42968,Kate,15,101SL,SL,101SL,POL,SL,104SC,Site1,SC,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,POL.L,Site1.C,SxS,LxC,FALSE,FALSE,FALSE
42949,Kate,15,101SL,SL,101SL,POL,SL,73AC,PIMX1,AC,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42955,Kate,15,101SL,SL,101SL,POL,SL,73AC,PIMX1,AC,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42956,Kate,15,101SL,SL,101SL,POL,SL,73AC,PIMX1,AC,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42956,Kate,15,101SL,SL,101SL,POL,SL,73AC,PIMX1,AC,101xx73,PIMX1xxPOL,ACxxSL,0,0,NA,NA,NA,NA,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,FALSE,FALSE,FALSE
42949,Kate,15,101SL,SL,101SL,POL,SL,73AC,PIMX1,AC,101xx73,PIMX1xxPOL,ACxxSL,43.3,1,37.1,0,0,0,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,TRUE,TRUE,FALSE
42955,Kate,15,101SL,SL,101SL,POL,SL,73AC,PIMX1,AC,101xx73,PIMX1xxPOL,ACxxSL,70,2,33.4,28.7,0,0,SLxAC,S,L,A,C,POL.L,PIMX1.C,SxA,LxC,TRUE,TRUE,FALSE
42961,Kate,15,101SL,SL,101SL,POL,SL,58AL,Kent,AL,101xx58,KentxxPOL,ALxxSL,70.3,2,30.9,32.2,0,0,SLxAL,S,L,A,L,POL.L,Kent.L,SxA,LxL,TRUE,TRUE,TRUE
42984,Kate,15,101SL,SL,101SL,POL,SL,100SL,CCR,SL,100xx101,CCRxxPOL,SLxxSL,102.1,3,30,30.6,31.8,0,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42979,Kate,15,101SL,SL,101SL,POL,SL,100SL,CCR,SL,100xx101,CCRxxPOL,SLxxSL,34.9,1,28.8,0.8,0,0,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42949,Kate,15,101SL,SL,101SL,POL,SL,58AL,Kent,AL,101xx58,KentxxPOL,ALxxSL,117.4,4,27.7,27.4,25.8,27.6,SLxAL,S,L,A,L,POL.L,Kent.L,SxA,LxL,TRUE,TRUE,TRUE
42959,Kate,15,101SL,SL,101SL,POL,SL,58AL,Kent,AL,101xx58,KentxxPOL,ALxxSL,55.9,2,26.5,22.4,0.5,0,SLxAL,S,L,A,L,POL.L,Kent.L,SxA,LxL,TRUE,TRUE,TRUE
42959,Kate,15,101SL,SL,101SL,POL,SL,58AL,Kent,AL,101xx58,KentxxPOL,ALxxSL,83.8,3,25.7,24.3,25.6,0.9,SLxAL,S,L,A,L,POL.L,Kent.L,SxA,LxL,TRUE,TRUE,TRUE
42962,Kate,15,101SL,SL,101SL,POL,SL,58AL,Kent,AL,101xx58,KentxxPOL,ALxxSL,102.6,4,25.1,21.8,24.1,25.1,SLxAL,S,L,A,L,POL.L,Kent.L,SxA,LxL,TRUE,TRUE,TRUE
42959,Kate,15,101SL,SL,101SL,POL,SL,58AL,Kent,AL,101xx58,KentxxPOL,ALxxSL,57.4,2,24,26,0.4,0.3,SLxAL,S,L,A,L,POL.L,Kent.L,SxA,LxL,TRUE,TRUE,TRUE
42979,Kate,15,101SL,SL,101SL,POL,SL,100SL,CCR,SL,100xx101,CCRxxPOL,SLxxSL,22.4,1,18.5,0.4,0.4,0,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,TRUE,TRUE,TRUE
42984,Kate,15,101SL,SL,101SL,POL,SL,100SL,CCR,SL,100xx101,CCRxxPOL,SLxxSL,17.9,0,5.4,3,4.2,0,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,FALSE,TRUE,TRUE
42980,Kate,15,101SL,SL,101SL,POL,SL,100SL,CCR,SL,100xx101,CCRxxPOL,SLxxSL,5.1,0,2.7,0.1,0.1,0.1,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,FALSE,TRUE,TRUE
42980,Kate,15,101SL,SL,101SL,POL,SL,100SL,CCR,SL,100xx101,CCRxxPOL,SLxxSL,3.3,0,1.1,0.1,0.2,0.1,SLxSL,S,L,S,L,POL.L,CCR.L,SxS,LxL,FALSE,TRUE,TRUE
42947,Kate,15,101SL,SL,104SC,Site1,SC,101SL,POL,SL,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42948,Kate,15,101SL,SL,104SC,Site1,SC,101SL,POL,SL,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42950,Kate,15,101SL,SL,104SC,Site1,SC,101SL,POL,SL,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42969,Kate,15,101SL,SL,104SC,Site1,SC,101SL,POL,SL,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42980,Kate,15,101SL,SL,104SC,Site1,SC,101SL,POL,SL,101xx104,POLxxSite1,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,Site1.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42964,Kate,20,102SC,SC,102SC,CHAD,SC,101SL,POL,SL,101xx102,CHADxxPOL,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42969,Kate,20,102SC,SC,102SC,CHAD,SC,101SL,POL,SL,101xx102,CHADxxPOL,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42970,Kate,20,102SC,SC,102SC,CHAD,SC,101SL,POL,SL,101xx102,CHADxxPOL,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42991,Kate,20,102SC,SC,102SC,CHAD,SC,101SL,POL,SL,101xx102,CHADxxPOL,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
43018,Kate,20,102SC,SC,102SC,CHAD,SC,101SL,POL,SL,101xx102,CHADxxPOL,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,POL.L,SxS,CxL,FALSE,FALSE,FALSE
42993,Irene,20,102SC,SC,102SC,CHAD,SC,24AC,Site5,AC,102xx24,CHADxxSite5,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,CHAD.C,Site5.C,SxA,CxC,FALSE,FALSE,TRUE
43001,Kate,20,102SC,SC,102SC,CHAD,SC,24AC,Site5,AC,102xx24,CHADxxSite5,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,CHAD.C,Site5.C,SxA,CxC,FALSE,FALSE,TRUE
43001,Kate,20,102SC,SC,102SC,CHAD,SC,24AC,Site5,AC,102xx24,CHADxxSite5,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,CHAD.C,Site5.C,SxA,CxC,FALSE,FALSE,TRUE
43036,Kate,20,102SC,SC,102SC,CHAD,SC,24AC,Site5,AC,102xx24,CHADxxSite5,ACxxSC,0,0,NA,NA,NA,NA,SCxAC,S,C,A,C,CHAD.C,Site5.C,SxA,CxC,FALSE,FALSE,TRUE
42993,Irene,20,102SC,SC,68SC,CHAD,SC,102SC,CHAD,SC,102xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42993,Irene,20,102SC,SC,68SC,CHAD,SC,102SC,CHAD,SC,102xx68,CHADxxCHAD,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42994,Irene,20,102SC,SC,68SC,CHAD,SC,102SC,CHAD,SC,102xx68,CHADxxCHAD,SCxxSC,1.3,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,CHAD.C,SxS,CxC,FALSE,TRUE,TRUE
42964,Kate,20,102SC,SC,102SC,CHAD,SC,80AL,LTS,AL,102xx80,CHADxxLTS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,LTS.L,SxA,CxL,FALSE,FALSE,FALSE
42968,Kate,20,102SC,SC,102SC,CHAD,SC,80AL,LTS,AL,102xx80,CHADxxLTS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,LTS.L,SxA,CxL,FALSE,FALSE,FALSE
42971,Kate,20,102SC,SC,102SC,CHAD,SC,80AL,LTS,AL,102xx80,CHADxxLTS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,LTS.L,SxA,CxL,FALSE,FALSE,FALSE
42991,Kate,20,102SC,SC,102SC,CHAD,SC,80AL,LTS,AL,102xx80,CHADxxLTS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,LTS.L,SxA,CxL,FALSE,FALSE,FALSE
42995,Irene,20,102SC,SC,102SC,CHAD,SC,80AL,LTS,AL,102xx80,CHADxxLTS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,LTS.L,SxA,CxL,FALSE,FALSE,FALSE
